duration,joint_1,joint_2,K_pos_1,K_pos_2,K_vel_1,K_vel_2
1.0,0.0,0.0
1.0,0.0,0.0

1.0,0.0,0.0
2.0,0.0,0.0

4.5,0.0,0.0

1.8,0.0,0.0
 
7.0,0.0,0.0
 
6.7,0.0,0.0


5.8,0.0,0.0

14.2,0.0,0.0

0.7,0.0,0.0
1.5,20.00,-10.00
3.5,20.00,-10.00
2.0,0,0
 
2.0,0.0,0.0
2.5,0.0,-25.0
5.5,0.0,0.0


3.5,0,-10
7.0,0,-10

1.0,0,0,3.0,0.1,0.01,0.01
2.5,0,0

1.6,0.0,20.0

3.1,0.0,20.0

1.7,0.0,20.0
 
 
2.5,0,30,3.0,1.0,0.01,0.10
2.5,0,-30
2.0,0.0,0.0

1.5,0.0,10.0
0.5,0.0,10.0
1.0,0.0,0.0
 
